label,data
pnb,کل مینوں انگریزی دے وچ اک چھٹی ملی۔
pnb,ٹیکسی اڈیکدی پئی اے۔
pnb,مینوں کج دن دیو۔
pnb,اک بچہ گُم ہو گیا اے۔
pnb,مینوں اے قرض بھگتانا اے۔
pnb,کافی تیز بارش ہوئی۔
pnb,چند دنا دی چھٹی لے لے۔
pnb,تہاڈا کیہ حال اے؟
wol,Fan nga dem?
wol,Ñibbal.
wol,Lii lan la?
wol,Kii lan la?
wol,Amuma muus.
wol,"Wurus, amuma xaalis."
wol,Tey amuma xaalis.
wol,Ban dekka nga faxeeku?
wol,Fan nga joge?
zul,Burj Khalifa yibhilidi elide kwengca wonkhe emhlabeni.
zul,Ngiyakuthanda.
zul,Ngiyakuzonda.
zul,Ngiyamthanda.
zul,Nginguthisha.
zul,Ngifuna ukuhlala emaphandleni.
zul,Ngifuna ukuhlala edolobheni.
zul,Ngifuna ukuhlala enqabeni.
zul,Ngingudokotela.
ady,"Макӏэу ӏо, бэу шӏэ."
ady,Сэ сыӏуагъ.
ady,Шӏэхэу тызэрэлъэгъущт!
ady,"Бурдж-Халифа дуней псом, тет унэхэм я нэхъ лъагэдыдэщ."
ady,Умыгуаӏ!
ady,Мыр уипхъуа?
ady,Уипчэдыжь шӏу.
ady,Уимафэ шӏу.
ady,Уипчыхьэ шӏу.
cycl,Tom gosta de espaguete.
cycl,(behaviorCapable-PerformedBy Madonna Singing-Human)
cycl,(numberOfInhabitants CityOfAucklandNZ 1000000)
cycl,(isa CityOfAucklandNewZealand (CityInCountryFn NewZealand) )
cycl,(likesAsFriend Batman Robin-BatmanSidekick)
cycl,(mostNotableIsa Batman Superhero)
cycl,(goals Sauron (forAll ?HOB (implies (isa ?HOB Hobbit) (feelsTowardsObjectToDegree ?HOB Sauron Fear highToVeryHighAmountOf))))
cycl,"(thereExists ?PERSON1 (thereExists ?PERSON2 (and (nameStrings ?PERSON1 ""Philip"") (nameStrings ?PERSON2 ""Tom"") (relatives ?PERSON1 ?PERSON2))))"
cycl,(not (languageSpoken (PronounFn FirstPerson-NLAttr Singular-NLAttr Ungendered-NLAttr SubjectPronoun) JapaneseLanguage))
deu,Ich habe meine Tochter verheiratet.
deu,Du musst am Sonntag nicht zur Schule gehen.
deu,Das Buch ist sowohl mit festem als auch mit flexiblem Einband verfügbar.
deu,Wir haben wichtige Themen zu besprechen.
deu,"Wir sind verantwortlich für das, was wir tun, aber auch für das, was wir nicht tun."
deu,"Lernen ist wie Rudern gegen den Strom. Sobald man aufhört, treibt man zurück."
deu,Gegenseitiges Vertrauen ist wichtiger als gegenseitiges Verstehen.
deu,Auf dem Weg durchs Leben kann man den Wind nicht immer im Rücken haben.
deu,Das Geheimnis aller Brotvermehrung heißt: Teilen.
epo,Virinoj estas tre forgesemaj. Kelkfoje ili forgesas sin mem.
epo,Kiel ni haltigas homojn kiel Tomo?
epo,Kiel ni haltigu homojn kiel Tomo?
epo,"Bonvolu malfermi la pordon. ""Atendu minuton.'"
epo,Ni ĵetu moneron!
epo,La prezo altiĝas.
epo,Proksimume sep miliardoj da homoj loĝas sur nia planedo.
epo,Ili gustumis la panon.
epo,Saturno estas la due plej granda planedo en la sunsistemo.
gil,I anganiko te boki.
gil,Ko na mauri!
gil,Arau Tim.
gil,Taiaoka bwa I aki oota.
gil,Ko rabakau n taetae ni Kiribati?
gil,E kabooa te raiti.
gil,Iai am moko?
gil,E uraura te auti.
gil,Aio rongorongon abau.
ile,Esque senior Schmidt es nu in hem?
ile,Seniora Brown scrit un libre pri politica.
ile,Noi omnes labora.
ile,Qui es li fémina?
ile,Cáit lee li jurnal.
ile,Tu discusset.
ile,Yo ha ganiat.
ile,A fraude continua.
ile,Tu deve amar la tre mult.
kaz,Бiлемiн.
kaz,Менің атым Сәлі.
kaz,Бұл менің қызым.
kaz,"Бiр, екi, үш, төрт, бес, алты, жетi, сегiз, тоғыз, он."
kaz,Сіз кімсіз?
kaz,Кеш жарық.
kaz,Бүгін сенбi.
kaz,Неге?
kaz,Қайда жұмыс істейсіз?
ngt,/ceʔ koːɲ kaw cəmɛh tʰɔːm/
ngt,/kaw ʔat duaŋ/
ngt,/kaw cəmɛh tʰɔːm/
ngt,/hɛː juːʔ talaːt/
ngt,/kaw niʔ ʔɛɛʔ maj/
ngt,/kaw niʔ kamɔːk maj/
ngt,/kaw kamɔːk maj/
ngt,/maj juːʔ ʔaj muː/
ngt,/niʔ cuk daaʔ/
niu,Mua kia.
niu,Fakaalofa atu.
niu,Ko hai?
niu,Ko fe?
niu,Koe kia!
niu,Ko hai e higoa haau?
niu,Nofo au i Toga.
niu,Ko fe e falevao?
niu,Mutolo kia!
san,पश्यति त्वामाचार्यः।
san,साध्यापिका।
san,गजा जलं पिबन्ति।
san,घोटका धवन्ति।
san,भ्रमसि।
san,अधुनावगच्छामः।
san,उपविशावः।
san,अत्र किं लिखामि।
san,शोभनमेवैतत्।
tkl,E māualuga te tino.
wuu,稍等，现在讲的啥？
wuu,多么遗憾啊！
wuu,城市最近扩张很迅速。
wuu,通过投票来决定吧。
wuu,他们互相帮助。
wuu,这台机器一分钟可以打印60页。
wuu,请拿。
wuu,我们需要互相帮助。
wuu,我勿要侬拿搿章事体告诉任何人家。
sco,Whit a bonnie day tae be oot an aboot.
sco,whit did ye say ?
sco,A'm jist on ma wey hame.
tur,Herkes onu fark etti.
tur,Herkes şaşırmıştı.
tur,Her şey normal.
tur,Her şey iyi gitti.
tur,Buz üzerinde düşmek incitir.
tur,Babam arabayı tamir etti.
tur,Babam evde değil.
tur,Düz bir sıra oluşturun.
tur,Dört adam şarkı söylüyor.
vro,Burj Khalīfah om parhilla kõgõ kõrgõp pilvelaotaja maailmah.
vro,Kon om peldik?
vro,Kon ti elät?
vro,Ma olõ mehhiklanõ.
vro,Võro kiräviie alossõs om ladina põhitähistü.
vro,Kikas om esäne kana.
vro,"Üts arssin om 71,12 sentimiitrit."
vro,"Sotsioloogia om tiidüs, miä uur ütiskunda."
vro,Miä su nimi om?
zza,Mary ma tersanê.
zza,A şi keye u bermê.
zza,Mı ey xu viri kerd.
zza,Tom! To fına vinayış çı weş!
zza,O do şıro cayê to.
zza,Tom ewna zerre.
zza,A nê pısinga ra heskena.
zza,Mı eyrê va ma ımbazi bi.
zza,Sere yé Mary teweno.
bua,Түрэһэн үдэрэй мэндэ!
bua,Түрэһэн үдэрэй мэндэ хүргэе!
bua,Утаанhаа тэрьелээб гэжэ галда оробо.
bua,"Угытэй хγн туhалааша, γншэн хγн хайрлааша."
bua,"Хγн болохо багаhаа, хγлэг болохо унаганhаа."
bua,"Зоболон гасалан хоёр - зургаа хоноод, эртэ ерэхэ, зол жаргал хоёр - зуу хоноод, орой ерэхэ."
bua,Эрхэлhэн хγγгэд эмээлэй бγγргэ эмдэжэ наадаха.
bua,Ажалгγйгөөр алганашье барихагγйш.
bua,"Yгытэй хγн γльгэршэ, γншэн хγн дууша."
che,Мичахь болх беш ву хьо?
che,Суна хьо еза.
che,1. Нажи-бутт 2. Мархи-бутт 3. Биэкарг-бутт 4. Тушоли-бутт 5. Сели-бутт 6. Мангал-бутт 7. Мятсел-бутт 8. Эгиш-бутт 9. Тав-бутт 10. Ардар-бутт 11. Эрх-бутт 12. Огой-бутт
che,Билетан хӏун мах бу?
che,хьо мичар ву ?
che,МугI ду хьа гIулкъш ?
che,Хьа мас шо ду ?
che,Хьо ху дяш ву ?
che,Хьо мич вюдш ву ?
cor,My a bew an ki ma.
cor,Yma’n ki ma dhymmo vy.
cor,Ow hi yw.
cor,Ow hi vy yw.
cor,Yma’n ki dhymmo vy.
cor,My a bew an ki.
cor,My a bren paperyow-nowodhow pub dydh.
cor,Kows orthiv.
cor,Nyns yw res dhymm studhya Nihonek.
eng,Mice are drinking the water.
eng,The three brothers resembled each other very much.
eng,You could get milk from the cows.
eng,She has a dog.
eng,"Learn that while I live, vile death comes."
eng,He laughed into his sleeve.
eng,He laughed inwardly.
eng,Tom laughed into his sleeve.
eng,Tom laughed inwardly.
gle,Ní comhtharlú é seo.
gle,Ní raibh comhtharlú é.
gle,Ní thuigim an dán seo.
gle,Bhí seisear mac ag monarc.
gle,"Creid é nó ná creid ach seo scannán eile atá déanta faoin laoch mór, Superman."
gle,An bhfuil tú go maith ag leadóige?
gle,An bhfuil tú go maith ag matamaitice?
gle,Tá bláthanna dearga aici.
gle,Ní maith liom í.
hil,Ang lalaki nagkaon sang tinapay.
hil,"Indi, di tambok si Laurie."
hil,Si Azeri ako
hil,Kanugon gid nga nagadivorce sila.
hil,Gamay ang tinapay.
hil,Indi ko kaya subong sini nga obra.
hil,"Di siya kabalo maginggles, di bala?"
hil,Wala pa ko nakakita sini nga klase sang isda.
hil,"Mike, imo ba ini nga libro?"
hsb,Wy njekuriće.
hsb,"Sym jónu čitał, zo čitanje wohrožuje hłuposć."
hsb,Chcu do Awstralskeje pućować.
hsb,Hladaj ze swojimaj wušomaj.
hsb,Mjetel pjerchota.
hsb,Tež Arnošt pochadźa z Łužicy.
hsb,"Njejsym widźał, zo sy tak dobry kuchar."
hsb,"Jeli sy mučny, dźi spać."
hsb,"Jeli sy mučna, dźi spać."
kat,რა გქვია?
kat,ქრისტე აღსდგა!
kat,შენ ეს ოთახი დასაძინებლად არ შეგეფერება.
kat,ნახევარი საათი მოიცადე.
kat,გრამატიკა ძალიან რთულია.
kat,ძალიან ბედნიერი ვარ საქართველოში.
kat,ბურჟ ხალიფა სამყაროს ამჟამინდელი უმაღლესი ცათამბჯენია.
kat,ხმალი მინდა!
kat,ცათამბჯენი ქალაქის ცენტრშია.
lmo,Come va-la?
lmo,T'sè gia stai a Pariis?
lmo,Gh'è mia rason da véec pagüra.
lmo,"L'è mia na fras, chesta."
lmo,Us s'vestiis coma na dona.
lmo,Gh'ho nota.
lmo,Gh'ho naot.
lmo,"Mo dal cafè, p'piasée."
lmo,Un gatt l'è gnì föa da sota la scrivania.
pms,It l'has dla pitura 'doss.
pms,It l'has dla pitura adoss.
pms,Tom a l'avìa gnente da dì.
pms,I son content dël risultà 'd mia verifica 'd matemàtica.
pms,I pens che Tom a condivida 'n linea tròpe anformassion përsonaj.
pms,I son sigur ëd podèj fé mej.
pms,Tomo a 'bassa la radio.
pms,Dividoma polìtica e religion.
pms,Dividoma la polìtica da la religion.
shs,Ta7 ke 7st̓ekwílc.
shs,Pellpus-ken.
shs,Nspeqwéltcw ne7élye.
shs,Tsútst-ken eswíktsen.
shs,John re nskwest.
shs,Re 7newí7 re senlé7s.
shs,Tekellélem ri7 Tom re stsmelts.
shs,"Ta7 ke nst̓ekwílc, tsen̓meksélt-ken."
shs,T̓hé7en le Tom?
sin,මම මිටියි.
sin,මට උණුවතුර නාන්න ඕනේ නෑ.
sin,මට උණුවතුර නාන්න ඕන්නෑ.
sin,මට උණුවතුර නාන්න අවශ්‍ය නෑ.
sin,මට උණුදිය නෑමට ඇවැසි නැති.
sin,මං විනාඩි පහළවෙන් ඔතන.
sin,ඔයා ඇහැරිනකොට මං මෙහේ නෑ.
sin,ඔයා ඇහැරිනකොට මං මෙහෙන් ගිහින්.
sin,උඹ නැඟිටිනකොට මං මෙහේ නෑ.
swe,Jag har bara druckit två glas vin.
swe,Vilken väg ska vi ta?
swe,Åt vilket håll ska vi gå?
swe,Du gör illa mig.
swe,Tom berättade för mig att vi har slut tid.
swe,Jag har känt Jim ända sedan vi var barn.
swe,Jag känner din bror?
swe,Jag känner er bror.
swe,Var är dina väskor?
